,Time;durP1;ratioP1;P1;durP2;ratioP2;P2;SDS_P1;SDS_P2;PMS_P1;PMS_P2;Temp;Humidity;BMP_temperature;BMP_pressure;BME280_temperature;BME280_humidity;BME280_pressure;Samples;Min_cycle;Max_cycle;Signal;HPM_P1;HPM_P2
978,2021/08/07 16:56:29;;;;;;;2.97;1.30;;;25.60;63.10;;;;;;5054164;28;20047;-55
979,2021/08/07 16:58:54;;;;;;;2.63;1.60;;;25.50;63.10;;;;;;5054143;28;20025;-51
980,2021/08/07 17:01:20;;;;;;;2.03;1.35;;;25.60;63.10;;;;;;5036575;28;20127;-50
981,2021/08/07 17:03:45;;;;;;;2.50;1.50;;;25.70;62.90;;;;;;5054013;28;20032;-49
982,2021/08/07 17:06:11;;;;;;;2.45;1.60;;;25.70;62.70;;;;;;5053919;28;20502;-53
983,2021/08/07 17:08:36;;;;;;;1.83;1.30;;;25.80;62.50;;;;;;5053841;28;20120;-53
984,2021/08/07 17:11:02;;;;;;;3.42;1.42;;;25.70;62.40;;;;;;5032585;28;20029;-53
985,2021/08/07 17:13:28;;;;;;;2.67;1.30;;;25.70;62.60;;;;;;5052405;28;20123;-52
986,2021/08/07 17:15:53;;;;;;;7.45;1.60;;;25.60;62.80;;;;;;5052140;28;20049;-54
987,2021/08/07 17:18:19;;;;;;;5.53;1.50;;;25.50;62.70;;;;;;5052548;28;20025;-53
988,2021/08/07 17:20:44;;;;;;;3.28;1.52;;;25.50;62.80;;;;;;5035425;28;20033;-49
989,2021/08/07 17:23:10;;;;;;;9.30;2.20;;;25.50;62.90;;;;;;5035051;28;20032;-53
990,2021/08/07 17:25:36;;;;;;;5.55;2.20;;;25.40;63.10;;;;;;5053301;28;20036;-52
991,2021/08/07 17:28:01;;;;;;;8.23;3.08;;;25.40;63.10;;;;;;5053099;28;20029;-49
992,2021/08/07 17:30:27;;;;;;;30.75;7.57;;;25.40;63.20;;;;;;5053667;28;20048;-50
993,2021/08/07 17:32:53;;;;;;;35.47;10.98;;;25.40;63.40;;;;;;5052701;28;20086;-51
994,2021/08/07 17:35:18;;;;;;;45.92;12.27;;;25.30;63.50;;;;;;5035561;28;20029;-51
995,2021/08/07 17:37:44;;;;;;;47.70;12.98;;;25.40;64.00;;;;;;5052050;28;20029;-50
996,2021/08/07 17:40:10;;;;;;;57.65;13.18;;;25.30;63.90;;;;;;5017203;28;20033;-45
997,2021/08/07 17:42:36;;;;;;;44.15;13.25;;;25.40;65.60;;;;;;5052486;28;20502;-48
998,2021/08/07 17:45:01;;;;;;;43.75;12.30;;;25.40;65.30;;;;;;5053995;28;20064;-45
999,2021/08/07 17:47:28;;;;;;;58.85;14.57;;;25.40;65.00;;;;;;5035436;28;20430;-45
1000,2021/08/07 17:49:54;;;;;;;43.67;12.48;;;25.40;65.70;;;;;;5032322;28;20017;-45
1001,2021/08/07 17:52:19;;;;;;;40.83;13.18;;;25.50;65.90;;;;;;5051077;28;20021;-47
1002,2021/08/07 17:54:45;;;;;;;38.58;14.27;;;25.50;65.90;;;;;;5052328;28;20028;-45
1003,2021/08/07 17:57:11;;;;;;;32.33;14.35;;;25.50;66.60;;;;;;5052564;28;20486;-51
1004,2021/08/07 17:59:37;;;;;;;37.97;15.60;;;25.50;66.50;;;;;;5051751;28;20052;-46
1005,2021/08/07 18:02:02;;;;;;;36.58;16.38;;;25.50;66.30;;;;;;5051627;28;20032;-47
1006,2021/08/07 18:04:28;;;;;;;36.92;15.73;;;25.50;67.20;;;;;;5051974;28;20814;-47
1007,2021/08/07 18:06:53;;;;;;;30.67;14.55;;;25.50;68.20;;;;;;5051851;28;20049;-45
1008,2021/08/07 18:09:19;;;;;;;25.17;13.05;;;25.60;68.40;;;;;;5051694;28;20082;-48
1009,2021/08/07 18:11:44;;;;;;;22.42;12.25;;;25.60;68.90;;;;;;5033600;28;20120;-45
1010,2021/08/07 18:14:10;;;;;;;25.55;11.95;;;25.60;69.00;;;;;;5034448;28;20040;-47
1011,2021/08/07 18:16:35;;;;;;;28.45;11.93;;;25.70;69.50;;;;;;5051516;28;20064;-47
1012,2021/08/07 18:19:01;;;;;;;28.55;10.85;;;25.70;69.50;;;;;;5052166;28;20074;-45
1013,2021/08/07 18:21:27;;;;;;;23.58;10.30;;;25.70;69.40;;;;;;5052507;28;20106;-49
1014,2021/08/07 18:23:52;;;;;;;20.48;9.73;;;25.70;69.60;;;;;;5033644;28;20033;-45
1015,2021/08/07 18:26:18;;;;;;;23.25;10.02;;;25.70;69.30;;;;;;5051756;28;20079;-45
1016,2021/08/07 18:28:43;;;;;;;21.67;8.95;;;25.70;69.30;;;;;;5034138;28;20033;-46
1017,2021/08/07 18:31:09;;;;;;;14.93;7.43;;;25.70;69.20;;;;;;5052124;28;20017;-45
1018,2021/08/07 18:33:34;;;;;;;16.73;7.65;;;25.70;68.20;;;;;;5051525;28;20100;-46
1019,2021/08/07 18:36:00;;;;;;;12.48;6.93;;;25.70;68.50;;;;;;5051234;28;20021;-49
1020,2021/08/07 18:38:28;;;;;;;12.15;6.18;;;25.70;68.40;;;;;;5051763;28;20107;-47
1021,2021/08/07 18:40:54;;;;;;;12.90;5.75;;;25.70;67.90;;;;;;5052414;28;20568;-48
1022,2021/08/07 18:43:19;;;;;;;14.32;5.93;;;25.70;68.00;;;;;;5052733;28;20099;-46
1023,2021/08/07 18:45:45;;;;;;;11.48;5.18;;;25.70;67.90;;;;;;5035009;28;20087;-45
1024,2021/08/07 18:48:11;;;;;;;10.50;4.90;;;25.70;67.90;;;;;;5052801;28;20037;-52
1025,2021/08/07 18:50:37;;;;;;;12.80;5.43;;;25.70;67.70;;;;;;5034528;28;20029;-48
1026,2021/08/07 18:53:02;;;;;;;10.15;4.53;;;25.70;67.80;;;;;;5052627;28;20017;-46
1027,2021/08/07 18:55:28;;;;;;;8.75;4.30;;;25.70;67.80;;;;;;5052478;28;20135;-50
1028,2021/08/07 18:57:53;;;;;;;12.73;4.60;;;25.70;67.60;;;;;;5033031;28;20061;-50
1029,2021/08/07 19:00:19;;;;;;;8.60;4.15;;;25.70;67.70;;;;;;5032848;28;20057;-48
1030,2021/08/07 19:02:44;;;;;;;8.95;4.43;;;25.70;67.80;;;;;;5032860;28;20037;-49
1031,2021/08/07 19:05:10;;;;;;;8.40;3.53;;;25.70;67.60;;;;;;5049828;28;20032;-46
1032,2021/08/07 19:07:36;;;;;;;8.27;4.18;;;25.70;67.60;;;;;;5032804;28;20057;-45
1033,2021/08/07 19:10:02;;;;;;;8.20;3.85;;;25.70;67.50;;;;;;5033127;28;20446;-46
1034,2021/08/07 19:12:28;;;;;;;10.23;3.85;;;25.70;67.50;;;;;;5032950;28;20029;-45
1035,2021/08/07 19:14:55;;;;;;;7.97;3.60;;;25.70;67.40;;;;;;5050928;28;20401;-45
1036,2021/08/07 19:17:20;;;;;;;9.25;3.80;;;25.70;67.40;;;;;;5033929;28;20116;-47
1037,2021/08/07 19:19:46;;;;;;;4.93;2.20;;;25.70;67.50;;;;;;5034230;28;20506;-45
1038,2021/08/07 19:22:11;;;;;;;4.47;2.50;;;25.70;65.20;;;;;;5034599;28;20040;-48
1039,2021/08/07 19:24:37;;;;;;;3.05;1.98;;;25.70;63.80;;;;;;5052338;28;20112;-45
1040,2021/08/07 19:27:03;;;;;;;3.80;2.10;;;25.70;63.40;;;;;;5034153;28;20036;-44
1041,2021/08/07 19:29:28;;;;;;;3.70;2.15;;;25.70;63.30;;;;;;5034158;28;20033;-46
1042,2021/08/07 19:31:54;;;;;;;4.65;2.17;;;25.70;63.30;;;;;;5034503;28;20048;-45
1043,2021/08/07 19:34:20;;;;;;;3.40;1.92;;;25.70;63.30;;;;;;5035213;28;20063;-46
1044,2021/08/07 19:36:49;;;;;;;4.32;2.10;;;25.80;63.20;;;;;;5037610;28;20116;-44
1045,2021/08/07 19:39:16;;;;;;;3.17;2.00;;;25.80;63.20;;;;;;5022263;28;20025;-45
1046,2021/08/07 19:41:41;;;;;;;3.92;2.13;;;25.70;63.30;;;;;;5054587;28;20029;-46
1047,2021/08/07 19:44:07;;;;;;;5.00;1.90;;;25.70;63.40;;;;;;5036868;28;20040;-45
1048,2021/08/07 19:46:32;;;;;;;5.43;2.17;;;25.60;63.70;;;;;;5037096;28;20056;-46
1049,2021/08/07 19:48:58;;;;;;;3.13;1.67;;;25.60;63.90;;;;;;5055222;28;20029;-47
1050,2021/08/07 19:51:23;;;;;;;16.00;7.07;;;25.60;64.00;;;;;;5053827;28;20021;-47
1051,2021/08/07 19:53:49;;;;;;;6.78;5.35;;;25.60;64.70;;;;;;5053362;28;20024;-51
1052,2021/08/07 19:56:16;;;;;;;5.60;4.85;;;25.60;65.00;;;;;;5032176;28;20037;-50
1053,2021/08/07 19:58:42;;;;;;;9.02;5.20;;;25.60;65.20;;;;;;5053544;28;20387;-50
1054,2021/08/07 20:01:07;;;;;;;8.45;4.90;;;25.60;65.30;;;;;;5036775;28;20048;-53
1055,2021/08/07 20:03:33;;;;;;;8.70;4.75;;;25.60;65.40;;;;;;5036783;28;20036;-56
1056,2021/08/07 20:05:58;;;;;;;6.18;4.60;;;25.60;65.90;;;;;;5053802;28;20044;-50
1057,2021/08/07 20:08:24;;;;;;;8.10;4.72;;;25.70;66.10;;;;;;5053902;28;20049;-52
1058,2021/08/07 20:10:50;;;;;;;6.55;4.38;;;25.70;66.00;;;;;;5036567;28;20075;-50
1059,2021/08/07 20:13:16;;;;;;;17.52;10.43;;;25.70;66.00;;;;;;5053980;28;20023;-48
1060,2021/08/07 20:15:41;;;;;;;8.45;5.78;;;25.70;65.90;;;;;;5035782;28;20033;-47
1061,2021/08/07 20:18:07;;;;;;;9.82;5.70;;;25.80;66.20;;;;;;5053550;28;20441;-48
1062,2021/08/07 20:20:32;;;;;;;7.78;5.60;;;25.80;66.20;;;;;;5053681;28;20040;-51
1063,2021/08/07 20:22:58;;;;;;;7.95;5.72;;;25.70;66.10;;;;;;5035413;28;20040;-50
1064,2021/08/07 20:25:24;;;;;;;8.02;5.80;;;25.80;66.20;;;;;;5034907;28;20048;-48
1065,2021/08/07 20:27:49;;;;;;;6.32;5.70;;;25.70;66.00;;;;;;5019170;28;20040;-49
1066,2021/08/07 20:30:16;;;;;;;6.30;5.35;;;25.80;66.30;;;;;;5034971;28;20035;-52
1067,2021/08/07 20:32:42;;;;;;;6.97;4.82;;;25.80;66.40;;;;;;5049660;28;20475;-52
1068,2021/08/07 20:35:08;;;;;;;5.60;4.47;;;25.80;66.50;;;;;;5034805;28;20111;-54
1069,2021/08/07 20:37:33;;;;;;;6.47;5.03;;;25.80;66.40;;;;;;5035003;28;20387;-53
1070,2021/08/07 20:39:59;;;;;;;6.65;4.45;;;25.80;66.30;;;;;;5052894;28;20032;-48
1071,2021/08/07 20:42:24;;;;;;;5.15;4.05;;;25.80;66.40;;;;;;5018219;28;20044;-56
1072,2021/08/07 20:44:50;;;;;;;5.78;2.47;;;25.80;65.50;;;;;;5052872;28;20499;-51
1073,2021/08/07 20:47:15;;;;;;;4.28;2.63;;;25.80;63.00;;;;;;5052656;28;20118;-52
1074,2021/08/07 20:49:43;;;;;;;5.55;2.30;;;25.80;62.50;;;;;;5052241;28;20036;-50
1075,2021/08/07 20:52:08;;;;;;;5.60;3.10;;;25.70;62.30;;;;;;5035299;28;20162;-52
1076,2021/08/07 20:54:34;;;;;;;5.72;2.60;;;25.60;64.40;;;;;;5034734;28;20115;-54
1077,2021/08/07 20:57:00;;;;;;;4.80;2.45;;;25.60;64.90;;;;;;5052932;28;20032;-58
1078,2021/08/07 20:59:25;;;;;;;4.75;2.70;;;25.60;65.30;;;;;;5018311;28;20090;-52
1079,2021/08/07 21:01:51;;;;;;;4.88;2.63;;;25.70;65.40;;;;;;5033259;28;20127;-54
1080,2021/08/07 21:04:18;;;;;;;3.40;2.50;;;25.70;65.50;;;;;;5034143;28;20051;-52
1081,2021/08/07 21:06:43;;;;;;;5.13;2.75;;;25.70;65.50;;;;;;5035250;28;20032;-49
1082,2021/08/07 21:09:09;;;;;;;6.80;3.00;;;25.70;65.40;;;;;;5036472;28;20409;-45
1083,2021/08/07 21:11:35;;;;;;;4.03;2.50;;;25.70;65.40;;;;;;5051351;28;20021;-49
1084,2021/08/07 21:14:01;;;;;;;3.75;2.40;;;25.80;65.40;;;;;;5036679;28;20429;-47
1085,2021/08/07 21:16:31;;;;;;;4.38;2.40;;;25.80;65.50;;;;;;5053907;28;20096;-51
1086,2021/08/07 21:18:59;;;;;;;5.18;2.55;;;25.80;65.50;;;;;;5053633;28;20075;-47
1087,2021/08/07 21:21:24;;;;;;;3.13;2.40;;;25.80;65.30;;;;;;5035788;28;20033;-45
1088,2021/08/07 21:23:50;;;;;;;2.83;2.38;;;25.80;65.30;;;;;;5053673;28;20147;-45
1089,2021/08/07 21:26:15;;;;;;;4.57;2.22;;;25.80;65.60;;;;;;5035763;28;20071;-43
1090,2021/08/07 21:28:41;;;;;;;3.20;2.25;;;25.80;65.70;;;;;;5035674;28;20399;-45
1091,2021/08/07 21:31:06;;;;;;;3.78;2.88;;;25.80;65.80;;;;;;5035545;28;20464;-46
1092,2021/08/07 21:33:32;;;;;;;4.65;2.33;;;25.80;65.80;;;;;;5053259;28;20021;-46
1093,2021/08/07 21:35:58;;;;;;;3.42;2.28;;;25.80;65.60;;;;;;5053449;28;20021;-48
1094,2021/08/07 21:38:23;;;;;;;5.30;2.40;;;25.80;63.30;;;;;;5053770;28;20031;-45
1095,2021/08/08 00:02:11;;;;;;;3.42;1.70;;;24.70;62.10;;;;;;5056210;28;20487;-45
1096,2021/08/08 00:04:36;;;;;;;3.05;1.90;;;24.70;62.00;;;;;;5038169;28;20021;-43
1097,2021/08/08 00:07:02;;;;;;;2.63;1.70;;;24.70;62.10;;;;;;5055417;28;20053;-47
1098,2021/08/08 00:09:27;;;;;;;3.47;1.88;;;24.70;61.90;;;;;;5038249;28;20430;-51
1099,2021/08/08 00:11:53;;;;;;;3.00;1.83;;;24.70;62.00;;;;;;5055602;28;20023;-49
1100,2021/08/08 00:14:18;;;;;;;3.70;1.90;;;24.70;62.00;;;;;;5037927;28;20025;-45
1101,2021/08/08 00:16:44;;;;;;;3.40;1.65;;;24.60;62.00;;;;;;5055764;28;20071;-47
1102,2021/08/08 00:19:09;;;;;;;2.88;1.80;;;24.60;62.00;;;;;;5055632;28;20017;-49
1103,2021/08/08 00:21:35;;;;;;;4.05;1.95;;;24.60;61.90;;;;;;5037303;28;20032;-49
1104,2021/08/08 00:24:00;;;;;;;2.70;1.73;;;24.60;61.90;;;;;;5055624;28;20487;-51
1105,2021/08/08 00:26:26;;;;;;;2.58;1.88;;;24.60;61.80;;;;;;5055723;28;20029;-50
1106,2021/08/08 00:28:51;;;;;;;3.00;1.98;;;24.60;61.80;;;;;;5037616;28;20033;-44
1107,2021/08/08 00:31:22;;;;;;;2.60;1.70;;;24.60;61.80;;;;;;5055542;28;20430;-44
1108,2021/08/08 00:33:47;;;;;;;;;;;24.60;61.80;;;;;;5038751;28;20021;-44
1109,2021/08/08 00:36:13;;;;;;;2.30;1.55;;;24.60;61.80;;;;;;5055508;28;19958;-46
1110,2021/08/08 00:38:39;;;;;;;3.75;1.80;;;24.60;61.80;;;;;;5037415;28;20021;-44
1111,2021/08/08 00:41:05;;;;;;;2.83;1.80;;;24.60;61.70;;;;;;5055138;28;20116;-43
1112,2021/08/08 00:43:30;;;;;;;3.05;1.90;;;24.60;61.70;;;;;;5055210;28;20108;-43
1113,2021/08/08 00:45:56;;;;;;;4.28;1.90;;;24.60;61.70;;;;;;5055000;28;20029;-51
1114,2021/08/08 00:48:21;;;;;;;2.40;1.63;;;24.60;61.70;;;;;;5037499;28;20075;-48
1115,2021/08/08 00:50:47;;;;;;;3.17;1.50;;;24.60;61.70;;;;;;5055069;28;20025;-51
1116,2021/08/08 00:53:12;;;;;;;2.88;1.67;;;24.60;61.60;;;;;;5055100;28;20108;-51
1117,2021/08/08 00:55:38;;;;;;;2.25;1.50;;;24.60;61.70;;;;;;5055008;28;20079;-49
1118,2021/08/08 00:58:03;;;;;;;2.63;1.77;;;24.60;61.60;;;;;;5037098;28;20035;-43
1119,2021/08/08 01:00:29;;;;;;;2.50;1.30;;;24.60;61.60;;;;;;5055060;28;20033;-43
1120,2021/08/08 01:02:57;;;;;;;2.13;1.50;;;24.60;61.60;;;;;;5054941;28;20537;-43
1121,2021/08/08 01:05:27;;;;;;;3.10;1.50;;;24.60;61.60;;;;;;5036990;28;20044;-51
1122,2021/08/08 01:07:54;;;;;;;4.05;1.70;;;24.50;61.50;;;;;;5054572;28;20057;-51
1123,2021/08/08 01:10:20;;;;;;;2.30;1.60;;;24.50;61.50;;;;;;5036857;28;20022;-50
1124,2021/08/08 01:12:46;;;;;;;1.92;1.30;;;24.60;61.60;;;;;;5036773;28;20025;-50
1125,2021/08/08 01:15:11;;;;;;;2.03;1.50;;;24.60;61.50;;;;;;5036883;28;20154;-43
1126,2021/08/08 01:17:38;;;;;;;3.38;1.63;;;24.60;61.50;;;;;;5036687;28;20043;-43
1127,2021/08/08 01:20:06;;;;;;;2.67;1.70;;;24.50;61.50;;;;;;5036826;28;20535;-44
1128,2021/08/08 01:22:32;;;;;;;3.33;1.35;;;24.50;61.50;;;;;;5036664;28;20031;-44
1129,2021/08/08 01:25:02;;;;;;;2.50;1.58;;;24.50;61.50;;;;;;5054218;28;20040;-46
1130,2021/08/08 01:27:27;;;;;;;3.75;1.83;;;24.60;61.50;;;;;;5036479;28;20021;-44
1131,2021/08/08 01:29:53;;;;;;;2.70;1.50;;;24.50;61.50;;;;;;5036446;28;20029;-45
1132,2021/08/08 01:32:19;;;;;;;3.05;1.50;;;24.50;61.40;;;;;;5053616;28;20029;-44
1133,2021/08/08 01:34:46;;;;;;;3.22;1.60;;;24.50;61.40;;;;;;5054159;28;20017;-45
1134,2021/08/08 01:37:12;;;;;;;2.58;1.38;;;24.50;61.40;;;;;;5054365;28;20029;-43
1135,2021/08/08 01:39:38;;;;;;;2.95;1.40;;;24.50;61.50;;;;;;5054129;28;20087;-45
1136,2021/08/08 01:42:05;;;;;;;2.20;1.50;;;24.50;61.50;;;;;;5036379;28;20028;-47
1137,2021/08/08 01:44:34;;;;;;;2.45;1.30;;;24.50;61.40;;;;;;5036099;28;20029;-46
1138,2021/08/08 01:46:59;;;;;;;2.20;1.55;;;24.50;61.40;;;;;;5036503;28;20025;-43
1139,2021/08/08 01:49:28;;;;;;;1.83;1.42;;;24.50;61.40;;;;;;5053998;28;20032;-43
1140,2021/08/08 01:51:53;;;;;;;3.75;1.80;;;24.50;61.40;;;;;;5036415;28;20013;-48
1141,2021/08/08 01:54:19;;;;;;;2.10;1.38;;;24.50;61.40;;;;;;5053869;28;20028;-50
1142,2021/08/08 01:56:45;;;;;;;3.85;1.60;;;24.50;61.40;;;;;;5036063;28;20476;-50
1143,2021/08/08 01:59:11;;;;;;;2.22;1.42;;;24.50;61.40;;;;;;5053699;28;20059;-51
1144,2021/08/08 02:01:37;;;;;;;2.40;1.50;;;24.50;61.30;;;;;;5019546;28;20025;-49
1145,2021/08/08 02:04:02;;;;;;;2.97;1.40;;;24.50;61.30;;;;;;5053851;28;20103;-51
1146,2021/08/08 02:06:28;;;;;;;2.13;1.50;;;24.40;61.30;;;;;;5035796;28;20033;-44
1147,2021/08/08 02:08:53;;;;;;;2.42;1.70;;;24.50;61.30;;;;;;5053520;28;20543;-49
1148,2021/08/08 02:11:19;;;;;;;2.67;1.38;;;24.50;61.30;;;;;;5036235;28;20108;-51
1149,2021/08/08 02:13:44;;;;;;;2.10;1.30;;;24.50;61.30;;;;;;5053515;28;20023;-51
1150,2021/08/08 02:16:10;;;;;;;2.92;1.58;;;24.50;61.30;;;;;;5053541;28;20017;-51
1151,2021/08/08 02:18:35;;;;;;;2.13;1.58;;;24.50;61.20;;;;;;5035781;28;20064;-45
1152,2021/08/08 02:21:01;;;;;;;3.22;1.60;;;24.50;61.20;;;;;;5035737;28;20079;-47
1153,2021/08/08 02:23:26;;;;;;;2.15;1.50;;;24.40;61.20;;;;;;5053458;28;20082;-46
1154,2021/08/08 02:25:52;;;;;;;3.03;1.85;;;24.40;61.20;;;;;;5053446;28;20033;-43
1155,2021/08/08 02:28:17;;;;;;;2.65;1.50;;;24.50;61.20;;;;;;5053807;28;20029;-43
1156,2021/08/08 02:30:43;;;;;;;2.50;1.48;;;24.40;61.20;;;;;;5053460;28;20025;-43
1157,2021/08/08 02:33:08;;;;;;;2.08;1.35;;;24.40;61.20;;;;;;5053373;28;20021;-43
1158,2021/08/08 02:35:34;;;;;;;3.67;1.65;;;24.40;61.20;;;;;;5053460;28;20024;-43
1159,2021/08/08 02:38:00;;;;;;;2.53;1.45;;;24.40;61.10;;;;;;5035460;28;20032;-45
1160,2021/08/08 02:40:25;;;;;;;2.13;1.50;;;24.40;61.10;;;;;;5053485;28;20482;-45
1161,2021/08/08 02:42:50;;;;;;;3.88;1.60;;;24.40;61.10;;;;;;5053361;28;20040;-52
1162,2021/08/08 02:45:16;;;;;;;3.20;1.73;;;24.50;61.10;;;;;;5057359;28;20029;-45
1163,2021/08/08 02:47:41;;;;;;;2.00;1.35;;;24.40;61.20;;;;;;5039529;28;20025;-51
1164,2021/08/08 02:50:08;;;;;;;1.88;1.40;;;24.40;61.10;;;;;;5057338;28;20017;-50
1165,2021/08/08 02:52:35;;;;;;;2.35;1.38;;;24.40;61.00;;;;;;5039897;28;20033;-45
1166,2021/08/08 02:55:00;;;;;;;2.75;1.60;;;24.40;61.00;;;;;;5057455;28;20100;-50
1167,2021/08/08 02:57:26;;;;;;;2.03;1.42;;;24.40;61.00;;;;;;5039131;28;20033;-49
1168,2021/08/08 02:59:51;;;;;;;3.28;1.75;;;24.40;61.00;;;;;;5022643;28;20025;-45
1169,2021/08/08 03:02:17;;;;;;;2.30;1.42;;;24.30;60.90;;;;;;5057582;28;20029;-46
1170,2021/08/08 03:04:42;;;;;;;4.50;1.48;;;24.40;60.90;;;;;;5056938;28;20059;-45
1171,2021/08/08 03:07:08;;;;;;;2.47;1.33;;;24.40;60.90;;;;;;5039073;28;20149;-44
1172,2021/08/08 03:09:33;;;;;;;2.60;1.88;;;24.40;60.90;;;;;;5056953;28;20021;-47
1173,2021/08/08 03:11:59;;;;;;;2.08;1.40;;;24.40;60.80;;;;;;5038989;28;20035;-48
1174,2021/08/08 03:14:24;;;;;;;2.25;1.45;;;24.40;60.70;;;;;;5056784;28;20029;-47
1175,2021/08/08 03:16:50;;;;;;;2.25;1.77;;;24.30;60.70;;;;;;5039093;28;20396;-49
1176,2021/08/08 03:19:15;;;;;;;2.33;1.50;;;24.40;60.70;;;;;;5057013;28;20467;-45
1177,2021/08/08 03:21:41;;;;;;;1.50;1.30;;;24.40;60.80;;;;;;5038878;28;20044;-45
1178,2021/08/08 03:24:06;;;;;;;2.63;1.65;;;24.30;60.70;;;;;;5056964;28;20028;-47
1179,2021/08/08 03:26:32;;;;;;;2.03;1.30;;;24.30;60.60;;;;;;5038877;28;20025;-45
1180,2021/08/08 03:28:58;;;;;;;3.25;1.25;;;24.30;60.70;;;;;;5056499;28;20021;-48
1181,2021/08/08 03:31:23;;;;;;;2.45;1.52;;;24.30;60.60;;;;;;5038887;28;20025;-46
1182,2021/08/08 03:33:49;;;;;;;2.35;1.50;;;24.40;60.60;;;;;;5038975;28;20023;-46
1183,2021/08/08 03:36:14;;;;;;;2.85;1.77;;;24.30;60.50;;;;;;5056533;28;20387;-47
1184,2021/08/08 03:38:40;;;;;;;1.55;1.15;;;24.30;60.60;;;;;;5056427;28;20040;-49
1185,2021/08/08 03:41:05;;;;;;;2.70;1.50;;;24.30;60.50;;;;;;5038594;28;20051;-47
1186,2021/08/08 03:43:31;;;;;;;1.77;1.10;;;24.30;60.50;;;;;;5022001;28;20029;-48
1187,2021/08/08 03:45:56;;;;;;;1.67;1.20;;;24.30;60.40;;;;;;5056240;28;20491;-50
1188,2021/08/08 03:48:22;;;;;;;2.35;1.33;;;24.30;60.50;;;;;;5056394;28;20028;-46
1189,2021/08/08 03:50:47;;;;;;;4.30;1.65;;;24.30;60.40;;;;;;5056201;28;20048;-48
1190,2021/08/08 03:53:13;;;;;;;2.03;1.23;;;24.30;60.40;;;;;;5056399;28;20029;-44
1191,2021/08/08 03:55:38;;;;;;;1.88;1.30;;;24.30;60.40;;;;;;5055419;28;20025;-47
1192,2021/08/08 03:58:04;;;;;;;2.20;1.35;;;24.30;60.30;;;;;;5021674;28;20434;-45
1193,2021/08/08 04:00:29;;;;;;;2.13;1.40;;;24.30;60.40;;;;;;5056267;28;20029;-45
1194,2021/08/08 04:02:55;;;;;;;1.60;1.50;;;24.30;60.30;;;;;;5055977;28;20179;-49
1195,2021/08/08 04:05:20;;;;;;;6.15;1.65;;;24.30;60.20;;;;;;5055892;28;20094;-47
1196,2021/08/08 04:07:46;;;;;;;2.10;1.38;;;24.30;60.20;;;;;;5037922;28;20052;-43
1197,2021/08/08 04:10:11;;;;;;;3.15;1.60;;;24.30;60.20;;;;;;5055971;28;20025;-45
1198,2021/08/08 04:12:37;;;;;;;2.78;1.33;;;24.30;60.30;;;;;;5038016;28;20013;-44
1199,2021/08/08 04:15:03;;;;;;;3.25;1.40;;;24.30;60.20;;;;;;5037993;28;20029;-48
1200,2021/08/08 04:17:29;;;;;;;2.03;1.40;;;24.30;60.20;;;;;;5055822;28;20021;-48
1201,2021/08/08 04:19:55;;;;;;;2.42;1.23;;;24.30;60.20;;;;;;5037757;28;20112;-49
1202,2021/08/08 04:22:20;;;;;;;2.10;1.20;;;24.30;60.20;;;;;;5037892;28;20112;-50
1203,2021/08/08 04:24:46;;;;;;;1.67;1.27;;;24.30;60.20;;;;;;5055577;28;20017;-45
1204,2021/08/08 04:27:13;;;;;;;2.38;1.52;;;24.30;60.20;;;;;;5055368;28;20039;-49
1205,2021/08/08 04:29:38;;;;;;;2.58;1.20;;;24.30;60.10;;;;;;5055437;28;20025;-50
1206,2021/08/08 04:32:04;;;;;;;2.67;1.58;;;24.30;60.10;;;;;;5055569;28;20021;-47
1207,2021/08/08 04:34:31;;;;;;;1.50;1.27;;;24.30;60.10;;;;;;5038064;28;20116;-50
1208,2021/08/08 04:37:00;;;;;;;2.92;1.15;;;24.30;60.00;;;;;;5055482;28;20021;-50
1209,2021/08/08 04:39:25;;;;;;;2.45;1.27;;;24.30;60.00;;;;;;5055187;28;20056;-51
1210,2021/08/08 04:41:52;;;;;;;2.75;1.40;;;24.30;60.10;;;;;;5055285;28;20098;-50
1211,2021/08/08 04:44:18;;;;;;;3.03;1.67;;;24.30;60.00;;;;;;5055118;28;20060;-50
1212,2021/08/08 04:46:43;;;;;;;1.45;1.20;;;24.30;60.00;;;;;;5055244;28;20028;-44
1213,2021/08/08 04:49:09;;;;;;;2.13;1.40;;;24.30;60.00;;;;;;5055159;28;20072;-45
1214,2021/08/08 04:51:34;;;;;;;2.90;1.38;;;24.30;60.00;;;;;;5055099;28;20464;-44
1215,2021/08/08 04:54:00;;;;;;;3.33;1.52;;;24.30;60.00;;;;;;5055008;28;20036;-45
1216,2021/08/08 04:56:25;;;;;;;1.73;1.20;;;24.30;60.00;;;;;;5055042;28;20044;-44
1217,2021/08/08 04:58:51;;;;;;;1.70;1.10;;;24.30;60.00;;;;;;5036953;28;20045;-43
1218,2021/08/08 05:01:16;;;;;;;2.70;1.48;;;24.30;59.90;;;;;;5054802;28;20064;-50
1219,2021/08/08 05:03:42;;;;;;;1.48;1.15;;;24.30;59.90;;;;;;5054930;28;20032;-48
1220,2021/08/08 05:06:07;;;;;;;1.48;1.17;;;24.30;59.90;;;;;;5054377;28;20374;-45
